,title,year,vote_count,vote_average,popularity,genres,Science Fiction,Action,War,Adventure,Horror,Thriller,History,Documentary,Romance,Music,Drama,Animation,Mystery,Western,TV Movie,Fantasy,Comedy,Crime,Family
21611,Rush,2013,2310,7,10.63552,"['Drama', 'Action']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21614,The Family,2013,1052,6,8.047735,"['Crime', 'Comedy', 'Action']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
21619,Short Term 12,2013,460,7,12.34835,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21694,Nebraska,2013,648,7,11.160699,"['Drama', 'Adventure']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21698,Don Jon,2013,1708,5,10.948605,"['Romance', 'Comedy', 'Drama']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
21743,Runner Runner,2013,547,5,8.864607,"['Crime', 'Thriller', 'Drama']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
21745,Blue Is the Warmest Color,2013,1114,7,4.938148,"['Romance', 'Drama']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
21780,Cloudy with a Chance of Meatballs 2,2013,936,6,14.412061,"['Animation', 'Family', 'Comedy']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
21792,Captain Phillips,2013,2495,7,13.776068,"['Action', 'Drama', 'Thriller']",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
21815,Machete Kills,2013,642,5,9.251084,"['Action', 'Crime', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
21817,Filth,2013,628,6,14.970485,"['Crime', 'Drama', 'Comedy']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
21830,Escape Plan,2013,1688,6,14.191611,"['Action', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21841,Carrie,2013,1505,5,18.399055,"['Drama', 'Horror']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21848,The Counselor,2013,724,5,14.723646,"['Thriller', 'Crime', 'Drama']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
21878,12 Years a Slave,2013,3787,7,30.316249,"['Drama', 'History']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
21884,Kill Your Darlings,2013,455,7,7.075031,"['Drama', 'Romance', 'Thriller']",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
21907,All Is Lost,2013,679,6,12.74965,"['Action', 'Adventure', 'Drama']",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21922,Ender's Game,2013,2354,6,12.500305,"['Science Fiction', 'Action', 'Adventure']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21938,Bad Grandpa,2013,688,6,8.000867,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21941,Thor: The Dark World,2013,4873,6,34.905447,"['Action', 'Adventure', 'Fantasy']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21948,Dallas Buyers Club,2013,2973,7,14.785719,"['Drama', 'History']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
22011,Last Vegas,2013,813,6,9.157369,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22042,Philomena,2013,588,7,6.927182,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22043,The Book Thief,2013,1528,7,16.373622,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22058,The Hunger Games: Catching Fire,2013,6656,7,25.309139,"['Adventure', 'Action', 'Science Fiction']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22059,The Hobbit: The Desolation of Smaug,2013,4633,7,20.644776,"['Adventure', 'Fantasy']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22060,47 Ronin,2013,1357,5,14.88937,"['Drama', 'Action', 'Adventure', 'Fantasy']",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
22076,Delivery Man,2013,561,6,13.548808,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22110,Frozen,2013,5440,7,24.248243,"['Animation', 'Adventure', 'Family']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22129,Inside Llewyn Davis,2013,845,7,10.838063,"['Drama', 'Music']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
22131,The Wolf of Wall Street,2013,6768,7,16.382422,"['Crime', 'Drama', 'Comedy']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
22132,Homefront,2013,898,6,9.896704,"['Action', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22143,August: Osage County,2013,497,6,6.954296,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22166,American Hustle,2013,2868,6,16.478036,"['Drama', 'Crime']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
22167,The Secret Life of Walter Mitty,2013,3213,7,8.684892,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
22168,Her,2013,4215,7,13.829515,"['Romance', 'Science Fiction', 'Drama']",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
22206,Lone Survivor,2013,1549,7,10.855502,"['Action', 'Drama', 'Thriller', 'War']",0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22224,Saving Mr. Banks,2013,1256,7,15.130888,"['Comedy', 'Drama', 'History']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
22276,Oldboy,2013,632,5,7.882353,"['Drama', 'Thriller', 'Mystery', 'Action']",0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
22285,Anchorman 2: The Legend Continues,2013,940,6,7.600751,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22300,Snowpiercer,2013,2910,6,14.131906,"['Action', 'Science Fiction', 'Drama']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22339,Fuck You Goethe,2013,621,7,12.957093,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22392,Grudge Match,2013,437,6,11.655588,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22415,Paranormal Activity: The Marked Ones,2014,455,5,8.898523,"['Horror', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22416,Only Lovers Left Alive,2013,585,7,13.594992,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
22520,Ride Along,2014,867,6,9.895752,"['Action', 'Comedy']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22524,Jack Ryan: Shadow Recruit,2014,1194,5,11.234862,"['Action', 'Drama', 'Thriller']",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22525,Divergent,2014,4784,6,21.572585,"['Adventure', 'Action', 'Science Fiction']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22646,"I, Frankenstein",2014,701,5,9.415817,"['Horror', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22658,Enemy,2013,1326,6,12.66992,"['Thriller', 'Mystery']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
22716,The Monuments Men,2014,1545,5,11.132411,"['War', 'Drama', 'History', 'Action']",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
22718,The Lego Movie,2014,3127,7,16.418133,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
22723,RoboCop,2014,2385,5,10.246549,"['Action', 'Science Fiction']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22730,Nymphomaniac: Vol. II,2013,820,6,9.594157,"['Drama', 'Mystery']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22761,Sabotage,2014,560,5,6.966505,"['Action', 'Drama', 'Thriller', 'Crime']",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
22786,Endless Love,2014,555,6,8.757277,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
22787,Winter's Tale,2014,501,6,7.363527,"['Drama', 'Fantasy', 'Mystery', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
22841,The Grand Budapest Hotel,2014,4644,8,14.442048,"['Comedy', 'Drama']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22877,That Awkward Moment,2014,1020,6,8.060403,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22879,Interstellar,2014,11187,8,32.213481,"['Adventure', 'Drama', 'Science Fiction']",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22895,3 Days to Kill,2014,896,6,17.861119,"['Action', 'Drama', 'Thriller', 'Crime']",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
22899,Non-Stop,2014,2302,6,19.650229,"['Action', 'Thriller', 'Mystery']",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
22927,300: Rise of an Empire,2014,2438,6,12.904677,"['Action', 'War']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22979,Mr. Peabody & Sherman,2014,861,6,9.493838,"['Animation', 'Adventure', 'Family']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22980,Under the Skin,2014,1118,6,6.707974,"['Thriller', 'Science Fiction', 'Drama']",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22981,Need for Speed,2014,1560,6,18.271383,"['Action', 'Crime', 'Drama', 'Thriller']",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
22985,Veronica Mars,2014,482,6,7.510159,"['Comedy', 'Drama', 'Crime']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
23053,Captain America: The Winter Soldier,2014,5881,7,18.717704,"['Action', 'Adventure', 'Science Fiction']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23062,Noah,2014,2408,5,14.924487,"['Drama', 'Adventure']",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23110,The Legend of Hercules,2014,542,4,6.599539,"['Action', 'Adventure']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23170,The Raid 2,2014,832,7,8.434884,"['Action', 'Crime', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23187,The Amazing Spider-Man 2,2014,4274,6,26.23687,"['Action', 'Adventure', 'Fantasy']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23200,Oculus,2013,1079,6,8.698043,['Horror'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23216,Beauty and the Beast,2014,669,5,19.628834,"['Fantasy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
23224,Rio 2,2014,997,6,8.18534,"['Animation', 'Adventure', 'Comedy', 'Family']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
23234,Transcendence,2014,2339,5,9.730176,"['Thriller', 'Science Fiction', 'Drama', 'Mystery']",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
23245,The Other Woman,2014,1467,6,9.389354,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
23248,Mulan II,2004,450,6,7.424487,"['Animation', 'Comedy', 'Family', 'Action']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
23257,Vampire Academy,2014,603,5,12.227198,"['Comedy', 'Action', 'Fantasy']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
23263,Brick Mansions,2014,628,5,7.482959,"['Action', 'Crime', 'Drama']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23276,Locke,2014,780,6,12.792394,"['Drama', 'Thriller']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23289,Pompeii,2014,1294,5,12.204174,"['Action', 'Adventure', 'History', 'Romance', 'Drama']",0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
23309,Neighbors,2014,2773,6,11.90575,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23358,Lucy,2014,6048,6,36.447603,"['Action', 'Science Fiction']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23359,X-Men: Days of Future Past,2014,6155,7,26.058586,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23360,Godzilla,2014,3232,6,14.019239,"['Action', 'Science Fiction', 'Thriller']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23364,Walk of Shame,2014,561,5,7.844705,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23367,Blue Ruin,2014,464,6,11.509412,"['Crime', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23379,Chef,2014,1203,7,8.720309,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23421,Blended,2014,1028,6,10.395472,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23422,Begin Again,2013,1285,7,10.289628,"['Comedy', 'Music', 'Romance', 'Drama']",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
23437,Maleficent,2014,4607,7,19.467404,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
23459,A Million Ways to Die in the West,2014,1494,5,10.38391,"['Comedy', 'Western']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
23465,Edge of Tomorrow,2014,4979,7,31.982986,"['Action', 'Science Fiction']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23467,Serial (Bad) Weddings,2014,1114,6,10.926965,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23472,Mission: Impossible - Rogue Nation,2015,3274,7,17.836882,"['Action', 'Adventure', 'Thriller']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23512,The Fault in Our Stars,2014,3868,7,16.274653,"['Romance', 'Drama']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
23553,22 Jump Street,2014,3375,7,10.901496,"['Crime', 'Comedy', 'Action']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
23555,The Equalizer,2014,2997,7,17.618057,"['Thriller', 'Action', 'Crime']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23557,How to Train Your Dragon 2,2014,3163,7,12.256689,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
23561,Birdman,2014,4657,7,18.193263,"['Drama', 'Comedy']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23594,Boyhood,2014,2008,7,6.430591,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23617,Transformers: Age of Extinction,2014,3136,5,18.495599,"['Science Fiction', 'Action', 'Adventure']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23631,Frank,2014,667,6,5.847845,"['Comedy', 'Drama', 'Mystery']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
23659,Tammy,2014,508,5,7.359522,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23665,The Babadook,2014,1890,6,8.832788,"['Drama', 'Thriller', 'Horror']",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23673,Whiplash,2014,4376,8,64.29999,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23675,Gone Girl,2014,6023,7,154.801009,"['Mystery', 'Thriller', 'Drama']",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
23692,Dawn of the Planet of the Apes,2014,4511,7,75.385211,"['Science Fiction', 'Action', 'Drama', 'Thriller']",1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23717,Deliver Us from Evil,2014,705,5,8.536777,"['Thriller', 'Crime', 'Horror']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23737,Sex Tape,2014,1733,5,27.470696,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23743,I Origins,2014,1089,7,11.901185,"['Science Fiction', 'Drama']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23748,The Purge: Anarchy,2014,2008,6,27.756026,"['Horror', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23753,Guardians of the Galaxy,2014,10014,7,53.291601,"['Action', 'Science Fiction', 'Adventure']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23758,The Signal,2014,639,5,8.536786,"['Thriller', 'Science Fiction']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23767,The Expendables 3,2014,1830,6,14.753545,"['Action', 'Adventure', 'Thriller']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23772,Hercules,2014,1707,5,19.606895,"['Action', 'Adventure']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23780,A Most Wanted Man,2014,545,6,10.432407,['Thriller'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23830,Step Up All In,2014,649,6,8.588926,"['Romance', 'Drama', 'Music']",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
23861,Magic in the Moonlight,2014,749,6,6.626077,"['Comedy', 'Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
23877,The Hundred-Foot Journey,2014,516,7,14.466789,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23896,Jupiter Ascending,2015,2816,5,21.463465,"['Science Fiction', 'Fantasy', 'Action', 'Adventure']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23897,Teenage Mutant Ninja Turtles,2014,2677,5,22.337973,"['Science Fiction', 'Action', 'Adventure', 'Fantasy', 'Comedy']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
23906,The Giver,2014,1859,6,12.472206,"['Drama', 'Science Fiction']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23918,Let's Be Cops,2014,1234,6,15.962793,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23957,Sin City: A Dame to Kill For,2014,1314,6,20.623642,"['Crime', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23962,If I Stay,2014,1415,7,9.659244,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24000,Coherence,2013,653,7,6.851243,"['Thriller', 'Science Fiction']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24015,"As Above, So Below",2014,788,6,10.846585,"['Horror', 'Thriller']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24038,The Guest,2014,661,6,6.441964,"['Mystery', 'Thriller', 'Action']",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
24075,Before I Go to Sleep,2014,672,6,14.921298,"['Mystery', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
24081,Pride,2014,457,7,9.111867,"['Drama', 'Comedy']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
24082,Into the Storm,2014,829,5,9.092925,"['Action', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24089,The Drop,2014,859,6,11.695036,"['Drama', 'Crime']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24121,The Maze Runner,2014,5540,7,76.93789,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
24140,A Walk Among the Tombstones,2014,1145,6,14.914924,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
24191,The November Man,2014,645,6,13.310556,"['Crime', 'Action', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
24208,The Boxtrolls,2014,689,6,11.563909,"['Animation', 'Comedy', 'Family', 'Fantasy']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
24226,This Is Where I Leave You,2014,512,6,11.313659,"['Drama', 'Comedy']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
24241,American Sniper,2014,4600,7,19.228561,"['War', 'Action']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24257,Horns,2013,878,6,8.363417,"['Thriller', 'Horror', 'Drama', 'Fantasy']",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
24258,Annabelle,2014,1588,5,23.242452,['Horror'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24270,Two Night Stand,2014,690,6,6.788822,"['Romance', 'Comedy']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
24278,Dracula Untold,2014,2439,6,16.316318,"['Horror', 'Action', 'Drama', 'Fantasy', 'War']",0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
24291,Automata,2014,677,5,13.973689,"['Thriller', 'Science Fiction']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24315,Predestination,2014,1971,7,10.524204,"['Science Fiction', 'Thriller']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24343,What We Do in the Shadows,2014,779,7,10.504198,"['Comedy', 'Horror']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24350,The Best of Me,2014,777,7,8.196975,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
24351,John Wick,2014,5499,7,183.870374,"['Action', 'Thriller']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24357,The Judge,2014,1433,7,17.887943,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24366,Fury,2014,4028,7,36.713807,"['War', 'Drama', 'Action']",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24372,St. Vincent,2014,770,7,13.655752,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24407,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,502,6,7.861004,"['Family', 'Comedy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
24438,Ouija,2014,1006,4,13.288564,['Horror'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24445,Nightcrawler,2014,3475,7,21.277073,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
24455,Big Hero 6,2014,6289,7,213.849907,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
24464,The Book of Life,2014,778,7,10.337994,"['Romance', 'Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
24465,"Love, Rosie",2014,1660,7,14.566103,"['Comedy', 'Romance']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
24482,Ex Machina,2015,4862,7,14.14078,"['Drama', 'Science Fiction']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24640,Foxcatcher,2014,965,6,8.10357,"['Drama', 'Thriller']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24860,The Imitation Game,2014,5895,8,31.59594,"['History', 'Drama', 'Thriller', 'War']",0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
24861,Inherent Vice,2014,852,6,13.52638,"['Comedy', 'Romance', 'Crime', 'Drama', 'Mystery']",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
24865,Babysitting,2014,591,6,6.694707,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24873,The Hunger Games: Mockingjay - Part 1,2014,5767,6,147.098006,"['Science Fiction', 'Adventure', 'Thriller']",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24897,Exodus: Gods and Kings,2014,1957,5,16.320249,"['Adventure', 'Drama', 'Action']",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24902,Wild Tales,2014,878,7,8.764888,"['Drama', 'Thriller', 'Comedy']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
24939,Dumb and Dumber To,2014,1140,5,15.402597,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24982,The Theory of Everything,2014,3403,7,11.85302,"['Drama', 'Romance']",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
25055,In the Heart of the Sea,2015,1300,6,11.696923,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']",0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
25084,Jurassic World,2015,8842,6,32.790475,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25086,Citizenfour,2014,516,7,6.584217,['Documentary'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25110,Horrible Bosses 2,2014,1575,6,20.903362,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25184,Penguins of Madagascar,2014,1375,6,22.201607,"['Family', 'Animation', 'Adventure', 'Comedy']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
25194,The Water Diviner,2014,439,6,9.615664,"['War', 'Drama']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25199,Still Alice,2014,1126,7,8.823253,['Drama'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
